,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
11953,C:\Users\shiwa\pastoral_74\PMC4212918\sections\1_body\2_results\3_are_there_ethnic_differences_i\8_p.xml,"In addition the Meru were more likely to have reported their children had received a Polio vaccination than the Maasai, and the Rangi were more likely to report children had received a DPT vaccination than the Maasai.",RES,DPT,ORG,185,188,,,,
11954,C:\Users\shiwa\pastoral_74\PMC4212918\sections\1_body\2_results\3_are_there_ethnic_differences_i\8_p.xml,Reported levels of Vitamin A supplementation varied between 60% among the Sukuma to 89% among the Meru.,RES,Vitamin A,ORG,19,28,,,,
11957,C:\Users\shiwa\pastoral_74\PMC4212918\sections\1_body\2_results\4_how_do_maasai_households_that_\1_p.xml,"We examined associations between primary occupation and child health outcomes among the Maasai adjusting for the same set of covariates, and found that Maasai pastoralists appear to be at a relative disadvantage when compared to Maasai farmers (see the “livelihood” row in  Tables 2 – 6 ).",RES,Maasai,ORG,152,158,,,,
11960,C:\Users\shiwa\pastoral_74\PMC4212918\sections\1_body\2_results\4_how_do_maasai_households_that_\1_p.xml,"However, Maasai farmers more commonly stated that their children had worms in the past 3 months compared to Maasai pastoralists (OR = 4.91, 95CI% = 1.41–17.04).",RES,Maasai,ORG,108,114,,,,
11971,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\1_perception_of_climate_change\1_p.xml,"Disaggregation of perception by age - young adults (23–30), adults (31–60) and elderly persons (>61) indicated that young adults are less likely to perceive changes in climatic variables than their older counterparts (Table  1 ).",RES,Table,ORG,218,223,,,,
11973,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\1_perception_of_climate_change\1_p.xml,"Table 1 Pastoralist/agropastoralists perceptions of existence and direction of changes in overall climate, temperature and rainfall over the past 20 years in the Borana lowlands Ethiopia Change category Overall perception Perception by age group in years Perception by production system 23-30 31-60 61-91   χ   2  test  P  value Pastoral Agropastoral   χ   2  test  P  value % of respondents (n) % of respondents (n) Changes in climate 96(459) 86(37) 97(311) 98(111) 0.00 **   98(232) 96(227) 0.31 ns   Increase in temperature 66(312) 46(20) 69(221) 63(71) 0.00 **   68(162) 63(150) 0.41 ns   Decrease in temperature 1(6) 0(0) 1(4) 2(2) 0.00 **   1(1) 2(5) 0.15 ns   More extremes in temperature 28(132) 37(16) 26(82) 30(34) 0.00 **   28(67) 27(65) 0.59 ns   Increase in rainfall 2(10) 0(0) 2(6) 4(4) 0.00 **   0(0) 4(9) 0.03 *   Decrease in rainfall 94(448) 86(37) 96(305) 94(106) 0.00 **   97(230) 92(218) 0.00 **   Perceptions are subdivided by age and type of production system.",RES,"Ethiopia Change, years Perception","ORG, ORG","178, 249","193, 265",,,,
11975,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\1_perception_of_climate_change\2_p.xml,"Beyond changes in overall climate conditions, smallholders have indicated varying perceptions towards different climatic elements (Table  2 ).",RES,Table,ORG,131,136,,,,
11979,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\1_perception_of_climate_change\2_p.xml,"Table 2 Pastoralist/agropastoralists perceptions of existence and direction of changes in temperature and rainfall over the past 20 years (1992–2012) in the Borana lowlands, Ethiopia Percentage of responses in each category of change ( N  = 475) Which direction do you think temperature and rainfall are changing?",RES,Ethiopia Percentage,ORG,174,193,,,,
11994,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\2_perceived_level_of_climate_cha\2_p.xml,"While nearly all of the participants perceived climate change to some extent only 70 % had access and were informed by up-to-date climate information, 80 % got access to extension service and average age of the participants is close to 50 years (Table  3 ).",RES,Table,ORG,246,251,,,,
11996,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\2_perceived_level_of_climate_cha\2_p.xml,"While smallholders predominantly depend on subsistence agriculture for their livelihood, income from non-farm activities contribute nearly a third of the total income (Table  3 ).",RES,Table,ORG,168,173,,,,
11997,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\2_perceived_level_of_climate_cha\2_p.xml,"Table 3 Description of variables used to create a logistic regression model for climate change perception of pastoralist/agropastoralists in the Borana lowlands, Ethiopia (a) Outcome variable Description Respondents who perceived % (score values) Respondents who did not perceive % (score values) Level of climate change and its impact on agriculture perceived over the past 20 years Takes the scores from 0 (no perception) to 4 (Noticeable and completely changing the way we farm) 96 (1–4) 4 (0) (b) Explanatory variables Mean SD Age Age of the HH head in years; categorical, 1 if young adult, 2 if adult, 3 if old 49.8 15.3 Education School attendance; categorical, 1 if no formal education, 2 if primary, and 3 if secondary 1.1 2.6 Household size Family size of the household in heads; continuous 7.4 2.8 Production system Production system dummy; 0 if agropastoral and 1 if pastoral 0.5 0.5 Livestock holding Herd size of the HH in TLU a ; continuous 8.1 9.6 Farm income Annual farm income in USD; continuous 461.9 364.1 Non-farm income Annual non-farm income in USD; continuous 219.7 375.6 Access to climate information Access to climate information dummy; 1 if yes otherwise 0 0.7 0.5 Access to extension service Access to extension service dummy; 1 if yes otherwise 0 0.8 0.4   a TLU = Tropical Livestock Unit; HH = Household, $US =18 Ethiopian Birr in 2012",RES,"15.3 Education School, TLU","ORG, ORG","621, 1287","642, 1290",,,,
11998,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\2_perceived_level_of_climate_cha\3_p.xml,"The MNL analysis indicated that effects of age, level of education, livestock holding, access to climate information and access to extension services in determining perception levels were found statistically highly significant (P < 0.01) (Table  4 ).",RES,"MNL, Table","ORG, ORG","4, 239","7, 244",,,,
12003,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\2_perceived_level_of_climate_cha\3_p.xml,Table 4 Parameter estimates for the full model and marginal effects from the multinomial logistic regression model of the perceived degree of climate change and its impact on agriculture over the last 20 years by farm households in the Borana lowlands Explanatory variable Overall significance of the variable ( P -value) Groups Noticeable and having some effects on agriculture ( N  = 109) Noticeable and substantially affecting agriculture ( N  = 243) Noticeable and completely changing the way we farm ( N  = 101) Coefficient (Odds ratio)   P -value Coefficient (Odds ratio)   P -value Coefficient (Odds ratio)   P -value Age 0.000 **   Age 1 vs 3 −2.130(0.035) 0.000 **   −0.964(0.167) 0.069 ns   −1.563(0.061) 0.006 **   Age 2 vs 3 0.900(0.717) 0.020 *   0.137(0.502) 0.741 ns   0.326(0.402) 0.391 **   Education 0.008 **   Cat 1 vs 3 0.399(0.900) 0.515 ns   0.597(2.299) 0.294 ns   1.002(3.029) 0.091 ns   Cat 2 vs 3 −0.905(0.244) 0.146 ns   −0.361(0.882) 0.561 ns   −0.875(0.454) 0.173 ns   Household size 0.143 ns   – 0.015(1.015) 0.923 ns   0.065(1.067) 0.643 ns   0.103(1.108) 0.472 ns   Production system 0.566 ns   – −0.047(0.954) 0.936 ns   −0.289(0.749) 0.595 ns   0.029(1.029) 0.963 ns   Livestock holding 0.004 **   – 0.436(1.547) 0.001 **   0.441(1.554) 0.001 **   0.399(1.492) 0.001 **   Farm income 0.086 ns   – −0.0004(1.000) 0.767 ns   −0.0002(1.000) 0.869 ns   −0.0023(0.998) 0.172 ns   Non-farm income 0.159 ns   – 0.0009(1.001) 0.474 ns   0.0016(1.002) 0.160 ns   0.0015(1.001) 0.185 ns   Access to climate information 0.001 **   – 1.750(5.751) 0.007 **   1.990(7.313) 0.001 **   1.351(3.861) 0.038 *   Access to extension service 0.001 **   – 1.556(4.742) 0.033 *   1.786(5.963) 0.002 **   0.824(2.278) 0.247 ns   Observations used 465 reference level = no perception of climate change; pseudo-R 2  = 0.223; ** = highly significant; * = significant; ns = non-significant,RES,P -value Age,ORG,616,628,,,,
12004,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\2_perceived_level_of_climate_cha\4_p.xml,Different levels of perception were found to have shown different odds for a unit change in various explanatory variables (Table  4 ).,RES,Table,ORG,123,128,,,,
12005,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\2_perceived_level_of_climate_cha\4_p.xml,The odds of perception at all levels increased significantly as livestock holding increased by an additional TLU.,RES,TLU,ORG,109,112,,,,
12013,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\4_climate_data_for_1992–2012_and\1_p.xml,Climate data indicate that temperature has shown a significantly increasing trend (P < 0.05) for the 1992–2009 period (Table  5 ).,RES,Table,ORG,119,124,,,,
12018,C:\Users\shiwa\pastoral_74\PMC4456599\sections\1_body\2_results\4_climate_data_for_1992–2012_and\1_p.xml,"Table 5 Changes in the moving averages of observed climatic variables between 1981 to 2009 in the Borana pastoral/agropastoral systems, Ethiopia Season Duration Rainfall Number of rainy days Air temperature Slope(mm/year) (R 2 ) P-value Slope(days/year) (R 2 ) P-value Slope (°C/year) (R 2 ) P-value Long rains 1981-1992 −26.97 (0.65) 0.001 −1.46 (0.28) 0.092 −0.07 (0.13) 0.241 1992-2009 +1.97 (0.10) 0.190 −0.43 (0.37) 0.009 +0.02 (0.32) 0.013 1981-2009 −9.10 (0.50) 0.000 −0.64 (0.45) 0.000 +0.01 (0.01) 0.732 Short rains 1981-1992 −8.83 (0.63) 0.002 +0.03 (0.00) 0.909 +0.17 (0.19) 0.154 1992-2009 +4.76 (0.25) 0.034 +0.05 (0.01) 0.758 +0.04 (0.32) 0.014 1981-2009 +0.73 (0.02) 0.469 +0.13 (0.12) 0.072 +0.05 (0.17) 0.024",RES,Slope,ORG,269,274,,,,
12033,C:\Users\shiwa\pastoral_74\PMC4514881\sections\1_body\2_results\1_initial_conditions_and_the_eff\2_p.xml,"We were unable to quantify sheep density for Pastoralist B (experiments 2, 5) but it appeared intermediate between that of Pastoralists K and S.",RES,Pastoralists K,ORG,123,137,,,,
12045,C:\Users\shiwa\pastoral_74\PMC4514881\sections\1_body\2_results\2_herbivore_diets\1_p.xml,Pikas in winter ate a higher proportion of sedges (47.6%) than grasses (38.3%).,RES,Pikas,ORG,0,5,,,,
12046,C:\Users\shiwa\pastoral_74\PMC4514881\sections\1_body\2_results\2_herbivore_diets\1_p.xml,"Tibetan gazelles ate primarily dicots even during winter ( Table 4 ), including species often considered unpalatable to livestock such as from the genera  Artemisia ,  Oxytropis , and  Ephedra .",RES,Oxytropis,ORG,168,177,,,,
12059,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\10_p.xml,"Thus, depending on several parameters such as MOVE RANGE (see below), some degree of freedom was observed in the direction of adaptation that an individual NOMAD could take, even though the broad pattern of land use that emerged at the macro level was mostly stable.",RES,NOMAD,ORG,156,161,,,,
12060,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\11_p.xml,"With regard to the resource availability, a NOMAD agent acquired the mean amount of 0.345 units of resources, as measured by adjusted NDVI, per agent per month per run in the 20 runs in the baseline setting.",RES,"NOMAD, NDVI","ORG, ORG","44, 134","49, 138",,,,
12068,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\12_p.xml,"At the most general level, the model showed the macro pattern of land use that was organized around the spatio-temporal distribution of ‘key’ resource sites in ENV.",RES,ENV,ORG,160,163,,,,
12070,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\13_p.xml,The model also captures some of the defining aspects of Fulani pastoralists in West Africa.,RES,Fulani,ORG,56,62,,,,
12073,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\13_p.xml,"C1 largely belongs to the arid Sudano-Sahelian ecological zone, which is a traditional niche for Fulani pastoralists.",RES,Fulani,ORG,97,103,,,,
12075,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\14_p.xml,"Moreover, the model also generated the movement trajectories that do not easily fit with the typical north-south transhumance of Fulani pastoralists.",RES,Fulani,ORG,129,135,,,,
12087,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\3_p.xml,"This figure was derived from the preceding figure by the following two-step procedure: computing the dry season (which consists here of January, February and March) and rainy season (July, August and September) distributions of land-use intensity by averaging the corresponding monthly distributions and, then, generating a composite image of the two seasonal distributions by assigning the red band and green band in the RGB channels to the dry season and rainy season parts, respectively.",RES,RGB,ORG,422,425,,,,
12091,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\5_p.xml,"One such scheme takes the following form: If the mean frequency of NOMAD visits to a site in the dry (wet) season exceeds that in the wet (dry) season by more than some threshold amount, then the concerned site will be categorized as ‘dry (wet)-season dominant’; otherwise, if the mean frequency of visit exceeds another threshold irrespective of seasons, then the site will be categorized as ‘not seasonal’; otherwise, the site will be classified as ‘not exploited’.",RES,NOMAD,ORG,67,72,,,,
12097,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\7_p.xml,"C2, for its part, consists of dozens of concentrations of intensive land use that are spread over the southern half of ENV.",RES,ENV,ORG,119,122,,,,
12101,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\7_p.xml,"Whether seasonal or not, these ‘key’ resource sites and their exploitation by NOMADs largely condition the spatio-temporal dynamics of the land use in ENV.",RES,ENV,ORG,151,154,,,,
12102,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\8_p.xml,"At the level of individual agents, NOMADs have evolved distinctive types of ROUTEs in the overall macro pattern of the land use just described.",RES,ROUTEs,ORG,76,82,,,,
12105,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\1_baseline_runs\8_p.xml,"Each of the snapshots, which were taken after 20,000 years of interactions, plots the successive locations of monthly ‘camping sites’ specified in a NOMAD’s ROUTE, and each circled number denotes the corresponding staying month.",RES,NOMAD,ORG,149,154,,,,
12106,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\2_effects_of_parameter_changes\10_p.xml,"According to the top left graphs in these figures, increasing NOMAD POPULATION generally enlarges the ranges of ROUTEs (but not necessarily in a statistically significant way; see  S1 Table ) and monotonically reduces the amount of grazing resources that NOMADs can obtain.",RES,ROUTEs,ORG,112,118,,,,
12109,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\2_effects_of_parameter_changes\10_p.xml,"Similar effects can be obtained by decreasing the CARRYING CAPACITY, which raises the agent population pressure (see the top right graphs in Figs  11  and  12 ).",RES,the CARRYING CAPACITY,ORG,46,67,,,,
12116,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\2_results_and_discussion\2_effects_of_parameter_changes\12_p.xml,"In fact, as the bottom right graph in  Fig 11  tells, the effects of this parameter on NOMAD movement are ambiguous, except for the somewhat extreme case of GRAZE RANGE = 0.0.",RES,NOMAD,ORG,87,92,,,,
